mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
4853-27671-0012_5322-7680-0031,4853.0,F,5322.0,M
3830-12530-0018_7302-86815-0063,3830.0,M,7302.0,F
839-130898-0042_2182-181173-0012,839.0,M,2182.0,F
1263-141777-0030_5867-48852-0087,1263.0,F,5867.0,F
2384-152900-0023_6209-34601-0017,2384.0,M,6209.0,M
6476-57446-0046_8098-275181-0002,6476.0,F,8098.0,M
730-358-0061_4340-15220-0038,730.0,F,4340.0,F
87-121553-0035_7517-100442-0024,87.0,F,7517.0,F
2989-138035-0006_445-123860-0004,2989.0,F,445.0,M
1502-122619-0076_32-4137-0010,1502.0,F,32.0,F
5750-35690-0003_3214-167606-0016,5750.0,M,3214.0,M
4853-29413-0018_1963-142393-0034,4853.0,F,1963.0,F
1098-133695-0023_1116-137572-0028,1098.0,F,1116.0,F
831-130739-0062_5867-48852-0001,831.0,M,5867.0,F
5678-43303-0016_8629-261139-0017,5678.0,M,8629.0,M
5463-39174-0047_32-4137-0028,5463.0,M,32.0,F
1455-134435-0040_3240-131231-0052,1455.0,M,3240.0,M
6415-100596-0004_696-92939-0028,6415.0,F,696.0,F
5688-41232-0031_4195-17507-0042,5688.0,F,4195.0,F
26-496-0008_909-131041-0017,26.0,M,909.0,M
201-127786-0069_5104-33406-0024,201.0,M,5104.0,M
5514-19192-0046_2384-152900-0060,5514.0,F,2384.0,M
7367-86737-0003_1553-140047-0042,7367.0,M,1553.0,F
150-126107-0037_887-123289-0033,150.0,F,887.0,F
2196-170151-0023_1992-141719-0047,2196.0,F,1992.0,F
3526-176653-0046_3607-29116-0030,3526.0,F,3607.0,M
1447-130552-0015_27-123349-0054,1447.0,F,27.0,M
1447-130551-0031_6272-70168-0029,1447.0,F,6272.0,F
3983-5331-0023_405-130895-0022,3983.0,F,405.0,M
5678-43302-0007_1970-26100-0029,5678.0,M,1970.0,F
7148-7763-0013_6209-34601-0008,7148.0,F,6209.0,M
696-93314-0007_89-218-0022,696.0,F,89.0,F
6081-42010-0013_1898-145724-0004,6081.0,M,1898.0,F
2518-154825-0010_226-131533-0006,2518.0,M,226.0,F
3807-4923-0049_403-128339-0021,3807.0,M,403.0,F
5789-57195-0014_4051-11218-0053,5789.0,F,4051.0,F
8014-112586-0000_2691-156750-0024,8014.0,F,2691.0,F
7800-283478-0006_4340-15220-0031,7800.0,F,4340.0,F
8312-279790-0035_150-126112-0020,8312.0,F,150.0,F
1334-135589-0031_1455-134435-0049,1334.0,M,1455.0,M
6529-62556-0044_5192-19396-0000,6529.0,M,5192.0,M
1447-130552-0000_6415-111615-0031,1447.0,F,6415.0,F
405-130895-0008_2836-5355-0020,405.0,M,2836.0,F
4481-17499-0023_2436-2476-0022,4481.0,F,2436.0,M
3374-298026-0046_441-130108-0001,3374.0,M,441.0,F
4813-248641-0030_7226-86964-0003,4813.0,M,7226.0,M
32-21631-0000_2518-154825-0017,32.0,F,2518.0,M
4267-287369-0003_248-130644-0029,4267.0,M,248.0,F
4214-7146-0063_426-122821-0042,4214.0,F,426.0,F
1502-122615-0014_1723-141149-0013,1502.0,F,1723.0,M
6078-54007-0042_5561-41615-0006,6078.0,F,5561.0,F
201-127786-0045_302-123504-0025,201.0,M,302.0,F
1867-154075-0026_248-130644-0030,1867.0,M,248.0,F
4195-186238-0014_2817-142380-0002,4195.0,F,2817.0,F
3699-175950-0013_1970-10594-0038,3699.0,M,1970.0,F
2391-145015-0104_6476-57446-0059,2391.0,F,6476.0,F
4014-186175-0001_4267-78186-0019,4014.0,M,4267.0,M
458-126305-0011_403-128339-0007,458.0,M,403.0,F
2910-131096-0018_7511-102420-0010,2910.0,F,7511.0,F
6272-70168-0001_7794-295948-0008,6272.0,F,7794.0,F
200-126784-0005_2817-142371-0076,200.0,F,2817.0,F
446-123502-0047_5808-48608-0014,446.0,M,5808.0,M
1246-135815-0000_7190-90542-0003,1246.0,F,7190.0,M
233-134440-0026_7278-104730-0000,233.0,M,7278.0,M
125-121342-0030_332-128985-0087,125.0,F,332.0,M
730-359-0000_248-130644-0012,730.0,F,248.0,F
6415-100596-0031_3486-166424-0022,6415.0,F,3486.0,M
7859-102521-0003_250-142286-0026,7859.0,F,250.0,F
7190-90542-0023_1355-39947-0018,7190.0,M,1355.0,M
839-130898-0027_40-222-0001,839.0,M,40.0,F
887-123289-0030_2436-2477-0000,887.0,F,2436.0,M
322-124147-0065_4898-28461-0064,322.0,F,4898.0,M
2952-410-0016_412-126975-0037,2952.0,M,412.0,M
8770-295462-0015_39-121915-0017,8770.0,M,39.0,F
412-126975-0001_8770-295465-0035,412.0,M,8770.0,M
7505-258958-0015_2002-139469-0085,7505.0,M,2002.0,M
5561-39621-0019_1594-135914-0128,5561.0,F,1594.0,M
1737-146161-0008_196-122150-0033,1737.0,F,196.0,M
7078-271888-0113_7302-86815-0048,7078.0,F,7302.0,F
1737-148989-0034_3947-13262-0047,1737.0,F,3947.0,F
3807-4923-0042_6454-93938-0023,3807.0,M,6454.0,M
4051-11217-0021_1723-141149-0043,4051.0,F,1723.0,M
1867-154071-0014_8312-279791-0034,1867.0,M,8312.0,F
1081-125237-0003_7178-34645-0036,1081.0,M,7178.0,F
5390-30096-0021_2764-36619-0021,5390.0,M,2764.0,F
6836-61804-0017_8468-286673-0033,6836.0,M,8468.0,F
2989-138035-0008_7190-90542-0052,2989.0,F,7190.0,M
8609-262281-0000_2910-131096-0022,8609.0,M,2910.0,F
196-122159-0028_8108-280354-0010,196.0,M,8108.0,M
405-130894-0044_5390-24512-0017,405.0,M,5390.0,M
7226-86965-0008_6529-62554-0036,7226.0,M,6529.0,M
307-127540-0018_8063-274117-0005,307.0,M,8063.0,M
5163-18515-0042_696-93314-0048,5163.0,F,696.0,F
1334-135589-0030_26-495-0022,1334.0,M,26.0,M
7505-83618-0006_7278-104730-0007,7505.0,M,7278.0,M
2007-132570-0001_8051-118101-0025,2007.0,F,8051.0,F
8051-295385-0022_8747-293952-0041,8051.0,F,8747.0,M
5322-7680-0020_2092-145706-0052,5322.0,M,2092.0,F
8312-279790-0039_8465-246942-0005,8312.0,F,8465.0,F
6209-34601-0021_40-222-0062,6209.0,M,40.0,F
3699-47246-0004_8609-283227-0034,3699.0,M,8609.0,M
5703-47212-0051_3723-171115-0037,5703.0,M,3723.0,M
8123-275209-0019_1992-141719-0010,8123.0,F,1992.0,F
289-121652-0021_233-155990-0040,289.0,F,233.0,M
1926-147979-0053_2817-142380-0042,1926.0,F,2817.0,F
8238-283452-0034_125-121124-0053,8238.0,F,125.0,F
311-124404-0036_103-1241-0022,311.0,M,103.0,F
6437-66173-0009_887-123289-0031,6437.0,M,887.0,F
307-127539-0013_5339-14134-0029,307.0,M,5339.0,F
7794-295955-0017_6019-3185-0105,7794.0,F,6019.0,M
78-368-0020_8609-283227-0012,78.0,M,8609.0,M
8609-283227-0002_302-123523-0006,8609.0,M,302.0,F
7178-34645-0035_1334-135589-0008,7178.0,F,1334.0,M
27-123349-0019_2952-410-0023,27.0,M,2952.0,M
3723-171631-0043_1970-26100-0021,3723.0,M,1970.0,F
6078-54007-0048_8051-295385-0037,6078.0,F,8051.0,F
7078-271888-0007_298-126790-0002,7078.0,F,298.0,F
5867-48852-0106_3374-298025-0032,5867.0,F,3374.0,M
8063-274112-0004_8238-274553-0018,8063.0,M,8238.0,F
5393-19219-0057_1040-133433-0039,5393.0,F,1040.0,M
8975-270782-0097_6437-66172-0020,8975.0,F,6437.0,M
1081-125237-0042_5514-19193-0023,1081.0,M,5514.0,F
5049-25947-0103_5561-41615-0018,5049.0,M,5561.0,F
5703-47198-0028_8098-278278-0004,5703.0,M,8098.0,M
4297-13009-0007_196-122152-0012,4297.0,F,196.0,M
3830-12535-0027_6064-56165-0009,3830.0,M,6064.0,F
3723-171631-0008_426-122821-0022,3723.0,M,426.0,F
87-121553-0003_7800-283492-0027,87.0,F,7800.0,F
6209-34599-0015_8088-284756-0009,6209.0,M,8088.0,M
6848-252322-0028_3374-298032-0028,6848.0,M,3374.0,M
298-126790-0036_2007-132570-0002,298.0,F,2007.0,F
211-122425-0080_445-123857-0029,211.0,F,445.0,M
3830-12530-0033_2952-407-0005,3830.0,M,2952.0,M
5778-54535-0022_6147-34605-0016,5778.0,F,6147.0,F
322-124147-0040_4481-17498-0039,322.0,F,4481.0,F
458-126305-0004_1355-39947-0036,458.0,M,1355.0,M
839-130898-0068_730-358-0056,839.0,M,730.0,F
4214-7146-0079_831-130746-0008,4214.0,F,831.0,M
6531-61334-0038_60-121082-0070,6531.0,F,60.0,M
7447-91187-0036_8630-305213-0033,7447.0,M,8630.0,M
6563-63821-0006_5456-62043-0026,6563.0,M,5456.0,M
7113-86041-0105_226-122538-0018,7113.0,F,226.0,F
3374-298025-0015_5104-33406-0000,3374.0,M,5104.0,M
6000-55211-0053_4340-15220-0025,6000.0,F,4340.0,F
4018-107312-0004_1246-124550-0030,4018.0,M,1246.0,F
3526-176651-0018_229-130880-0041,3526.0,F,229.0,M
289-121665-0018_8747-293952-0080,289.0,F,8747.0,M
3723-171631-0013_248-130697-0008,3723.0,M,248.0,F
7859-102521-0010_39-121914-0033,7859.0,F,39.0,F
1183-128659-0007_831-130746-0003,1183.0,F,831.0,M
6529-62554-0022_2182-181173-0025,6529.0,M,2182.0,F
196-122150-0002_5778-12761-0045,196.0,M,5778.0,F
8425-287387-0021_1098-133695-0001,8425.0,M,1098.0,F
6081-41998-0037_1578-140045-0008,6081.0,M,1578.0,F
6848-76049-0018_2002-139469-0049,6848.0,M,2002.0,M
250-142286-0000_8838-298546-0015,250.0,F,8838.0,M
8797-294123-0053_8630-305212-0039,8797.0,M,8630.0,M
3235-28433-0007_83-3054-0013,3235.0,F,83.0,F
374-180299-0003_250-142276-0015,374.0,M,250.0,F
248-130697-0021_2182-181183-0003,248.0,F,2182.0,F
4267-287369-0013_40-121026-0001,4267.0,M,40.0,F
248-130652-0000_3830-12529-0003,248.0,F,3830.0,M
7517-100429-0024_445-123860-0002,7517.0,F,445.0,M
7800-283493-0027_5789-57158-0034,7800.0,F,5789.0,F
3242-67153-0029_1246-124548-0051,3242.0,M,1246.0,F
7190-90543-0034_87-121553-0059,7190.0,M,87.0,F
8123-275209-0008_3607-29116-0020,8123.0,F,3607.0,M
3235-28433-0030_1926-143879-0044,3235.0,F,1926.0,F
2910-131096-0055_89-219-0003,2910.0,F,89.0,F
6209-34601-0020_5022-29405-0033,6209.0,M,5022.0,F
4441-76262-0033_445-123857-0030,4441.0,M,445.0,M
8465-246947-0012_6925-80680-0041,8465.0,F,6925.0,M
4441-76263-0034_89-219-0038,4441.0,M,89.0,F
6818-68772-0020_7278-104730-0013,6818.0,F,7278.0,M
7148-82991-0017_4813-248641-0000,7148.0,F,4813.0,M
1455-134435-0030_39-121914-0030,1455.0,M,39.0,F
7517-100437-0033_3830-12531-0002,7517.0,F,3830.0,M
8419-293473-0007_6454-107462-0023,8419.0,M,6454.0,M
1841-159771-0015_1116-132847-0004,1841.0,F,1116.0,F
6019-3185-0099_7078-271888-0104,6019.0,M,7078.0,F
7113-86041-0003_1447-130551-0015,7113.0,F,1447.0,F
831-130739-0050_4137-11701-0018,831.0,M,4137.0,F
3879-174923-0041_8312-279790-0013,3879.0,F,8312.0,F
8609-283227-0068_7302-86815-0010,8609.0,M,7302.0,F
229-130880-0015_3526-176653-0025,229.0,M,3526.0,F
163-122947-0063_1034-121119-0071,163.0,M,1034.0,M
2843-152918-0048_5390-30102-0015,2843.0,M,5390.0,M
2843-152918-0109_7794-295947-0042,2843.0,M,7794.0,F
7059-77897-0024_4406-16883-0057,7059.0,F,4406.0,M
426-122822-0001_1334-135589-0045,426.0,F,1334.0,M
405-130894-0068_2764-36619-0006,405.0,M,2764.0,F
83-9960-0040_1363-135842-0008,83.0,F,1363.0,F
1841-179183-0031_4853-27670-0003,1841.0,F,4853.0,F
5456-62014-0000_6272-70171-0031,5456.0,M,6272.0,F
6147-34605-0028_3235-28452-0015,6147.0,F,3235.0,F
311-124404-0067_8098-278252-0033,311.0,M,8098.0,M
405-130894-0061_1235-135883-0022,405.0,M,1235.0,M
8770-295465-0020_6880-216547-0020,8770.0,M,6880.0,M
5049-25947-0114_6529-62554-0021,5049.0,M,6529.0,M
198-209-0038_5750-100289-0058,198.0,F,5750.0,M
3168-173565-0036_2384-152900-0016,3168.0,M,2384.0,M
248-130652-0005_32-4137-0025,248.0,F,32.0,F
1502-122619-0068_6848-252323-0015,1502.0,F,6848.0,M
5688-41232-0021_5867-48852-0044,5688.0,F,5867.0,F
7402-90848-0011_1183-124566-0001,7402.0,M,1183.0,F
5163-18515-0040_4853-27671-0025,5163.0,F,4853.0,F
2092-145706-0029_8838-298545-0006,2092.0,F,8838.0,M
2384-152900-0076_7505-83618-0008,2384.0,M,7505.0,M
1363-135842-0026_4813-248638-0015,1363.0,F,4813.0,M
1235-135883-0032_8425-292520-0014,1235.0,M,8425.0,M
233-134440-0045_4051-10927-0022,233.0,M,4051.0,F
196-122150-0003_4441-76250-0016,196.0,M,4441.0,M
302-123516-0013_3947-13260-0032,302.0,F,3947.0,F
200-124139-0038_302-123504-0023,200.0,F,302.0,F
3982-178459-0002_103-1240-0051,3982.0,F,103.0,F
27-124992-0041_3374-298032-0007,27.0,M,3374.0,M
8123-275216-0004_8063-274112-0036,8123.0,F,8063.0,M
6019-3185-0100_2952-407-0007,6019.0,M,2952.0,M
8238-274553-0004_307-127540-0015,8238.0,F,307.0,M
696-92939-0030_831-130739-0051,696.0,F,831.0,M
5652-19215-0015_460-172357-0010,5652.0,F,460.0,M
7059-88364-0017_322-124147-0034,7059.0,F,322.0,F
7367-86737-0010_1594-135914-0060,7367.0,M,1594.0,M
1455-138263-0055_2817-142371-0078,1455.0,M,2817.0,F
6081-42010-0029_4481-17499-0030,6081.0,M,4481.0,F
196-122150-0011_150-126107-0014,196.0,M,150.0,F
7780-274562-0000_248-130652-0004,7780.0,F,248.0,F
412-126975-0000_4830-25904-0026,412.0,M,4830.0,M
1594-135914-0035_2764-36619-0004,1594.0,M,2764.0,F
5322-7679-0005_7113-86041-0007,5322.0,M,7113.0,F
1898-145724-0016_4088-158077-0075,1898.0,F,4088.0,F
19-198-0034_6019-3185-0065,19.0,F,6019.0,M
7780-274562-0083_6064-56168-0015,7780.0,F,6064.0,F
5678-43303-0035_4267-72637-0031,5678.0,M,4267.0,M
2384-152900-0072_7511-102419-0031,2384.0,M,7511.0,F
5322-7678-0029_5688-15787-0038,5322.0,M,5688.0,F
3699-47246-0007_1034-121119-0093,3699.0,M,1034.0,M
7635-105409-0028_7302-86815-0080,7635.0,F,7302.0,F
8312-279790-0038_8425-287387-0009,8312.0,F,8425.0,M
229-130880-0025_2952-407-0023,229.0,M,2952.0,M
7505-83618-0002_1098-133695-0070,7505.0,M,1098.0,F
198-126831-0040_2691-156745-0041,198.0,F,2691.0,F
8468-295198-0023_8088-284756-0014,8468.0,F,8088.0,M
6836-61803-0007_1235-135887-0023,6836.0,M,1235.0,M
1246-124548-0037_7635-105409-0004,1246.0,F,7635.0,F
27-124992-0029_5322-7680-0022,27.0,M,5322.0,M
445-123860-0019_254-27760-0024,445.0,M,254.0,M
8051-118101-0031_5192-19396-0024,8051.0,F,5192.0,M
3242-8112-0007_5867-48852-0036,3242.0,M,5867.0,F
1098-133695-0080_5104-33406-0057,1098.0,F,5104.0,M
7794-295947-0005_1992-141719-0046,7794.0,F,1992.0,F
2817-142371-0053_3259-158083-0082,2817.0,F,3259.0,F
481-123720-0073_5703-47212-0003,481.0,M,5703.0,M
2092-145709-0009_40-222-0020,2092.0,F,40.0,F
1355-39947-0046_6147-34607-0029,1355.0,M,6147.0,F
911-128684-0089_3807-4955-0026,911.0,M,3807.0,M
887-123289-0010_1363-135842-0036,887.0,F,1363.0,F
5390-24512-0044_6563-285357-0001,5390.0,M,6563.0,M
441-130108-0010_2817-142380-0013,441.0,F,2817.0,F
6385-34669-0011_8425-246962-0015,6385.0,F,8425.0,M
839-130898-0059_5456-62043-0004,839.0,M,5456.0,M
2159-179156-0019_6385-34655-0020,2159.0,M,6385.0,F
5163-18515-0018_5688-41232-0057,5163.0,F,5688.0,F
8238-274553-0000_1578-6379-0003,8238.0,F,1578.0,F
5049-25947-0054_2989-138028-0072,5049.0,M,2989.0,F
2817-142380-0037_5393-19218-0057,2817.0,F,5393.0,F
2893-139310-0041_5778-54535-0013,2893.0,M,5778.0,F
2092-145706-0007_6209-34599-0009,2092.0,F,6209.0,M
3168-173565-0002_3879-173592-0039,3168.0,M,3879.0,F
2289-152258-0000_1578-140049-0026,2289.0,M,1578.0,F
198-129977-0024_3607-135982-0044,198.0,F,3607.0,M
19-198-0019_4788-94904-0038,19.0,F,4788.0,M
1069-133699-0045_8095-274345-0031,1069.0,F,8095.0,M
8014-280382-0005_2514-149482-0079,8014.0,F,2514.0,M
3807-4923-0037_3112-9555-0084,3807.0,M,3112.0,F
6181-216552-0092_4267-72637-0020,6181.0,M,4267.0,M
163-122947-0074_3947-13260-0010,163.0,M,3947.0,F
5688-41232-0002_374-180298-0059,5688.0,F,374.0,M
1088-134315-0004_8747-293952-0021,1088.0,F,8747.0,M
7511-102419-0039_1069-133709-0035,7511.0,F,1069.0,F
4362-15663-0089_4014-186179-0007,4362.0,F,4014.0,M
1502-122619-0010_403-128339-0049,1502.0,F,403.0,F
374-180298-0036_332-128985-0031,374.0,M,332.0,M
3664-178355-0010_4397-15678-0043,3664.0,M,4397.0,M
7517-100442-0015_7859-102518-0013,7517.0,F,7859.0,F
4051-11218-0037_5688-41232-0066,4051.0,F,5688.0,F
8324-286681-0001_2764-36617-0000,8324.0,F,2764.0,F
4195-17507-0046_911-128684-0069,4195.0,F,911.0,M
2893-139310-0036_8063-274112-0007,2893.0,M,8063.0,M
1455-134435-0059_8014-112602-0004,1455.0,M,8014.0,F
3259-158083-0046_7067-76047-0019,3259.0,F,7067.0,M
4137-11701-0030_1743-142912-0004,4137.0,F,1743.0,M
2416-152137-0036_8468-295198-0025,2416.0,F,8468.0,F
5339-14134-0010_587-41611-0022,5339.0,F,587.0,F
198-129977-0003_730-358-0064,198.0,F,730.0,F
118-47824-0047_289-121652-0023,118.0,M,289.0,F
1898-145720-0016_4267-78186-0014,1898.0,F,4267.0,M
6531-61334-0016_6925-80680-0009,6531.0,F,6925.0,M
1447-130552-0023_1098-133695-0068,1447.0,F,1098.0,F
163-122947-0081_6415-116629-0024,163.0,M,6415.0,F
8797-294123-0038_3723-171631-0003,8797.0,M,3723.0,M
4406-16883-0013_1069-133709-0039,4406.0,M,1069.0,F
4640-19188-0006_4018-107312-0024,4640.0,F,4018.0,M
3168-173565-0042_5456-24741-0015,3168.0,M,5456.0,M
254-127705-0023_7302-86815-0067,254.0,M,7302.0,F
125-121342-0007_2416-152137-0004,125.0,F,2416.0,F
6880-216547-0052_8051-119902-0004,6880.0,M,8051.0,F
8838-298546-0003_8238-274553-0010,8838.0,M,8238.0,F
1502-122619-0002_78-368-0015,1502.0,F,78.0,M
7367-86737-0074_8324-286683-0020,7367.0,M,8324.0,F
8975-270782-0002_5778-54535-0024,8975.0,F,5778.0,F
8098-278278-0028_8226-274369-0046,8098.0,M,8226.0,M
1926-147979-0029_7226-86964-0032,1926.0,F,7226.0,M
1040-133433-0036_3526-176653-0008,1040.0,M,3526.0,F
5688-41232-0061_6385-34669-0018,5688.0,F,6385.0,F
405-130894-0008_78-369-0034,405.0,M,78.0,M
8312-279791-0014_3214-167602-0001,8312.0,F,3214.0,M
374-180298-0014_446-123501-0011,374.0,M,446.0,M
3486-166446-0021_254-127705-0032,3486.0,M,254.0,M
233-155990-0014_4160-11550-0031,233.0,M,4160.0,F
7059-77900-0034_3526-175658-0027,7059.0,F,3526.0,F
1624-142933-0027_3486-166446-0030,1624.0,M,3486.0,M
163-122947-0072_696-92939-0014,163.0,M,696.0,F
226-122538-0028_1723-141149-0092,226.0,F,1723.0,M
2007-149877-0047_8838-298545-0004,2007.0,F,8838.0,M
3947-13262-0045_27-123349-0039,3947.0,F,27.0,M
4859-29340-0038_3436-172162-0008,4859.0,M,3436.0,M
1898-145702-0000_40-121026-0025,1898.0,F,40.0,F
8975-270782-0050_1034-121119-0011,8975.0,F,1034.0,M
4680-16042-0025_460-172359-0069,4680.0,F,460.0,M
1553-140047-0033_103-1240-0012,1553.0,F,103.0,F
460-172359-0028_1355-39947-0065,460.0,M,1355.0,M
481-123720-0042_3436-172162-0022,481.0,M,3436.0,M
8238-283452-0026_403-128339-0024,8238.0,F,403.0,F
1578-6379-0027_7148-7763-0008,1578.0,F,7148.0,F
4088-158077-0042_3830-12530-0012,4088.0,F,3830.0,M
587-54108-0011_5789-70653-0031,587.0,F,5789.0,F
4441-76250-0029_1355-39947-0033,4441.0,M,1355.0,M
8468-294887-0006_7078-271888-0096,8468.0,F,7078.0,F
6437-66172-0044_8014-112586-0018,6437.0,M,8014.0,F
196-122150-0007_3947-13262-0011,196.0,M,3947.0,F
198-129977-0026_87-121553-0038,198.0,F,87.0,F
4898-20016-0019_322-124147-0061,4898.0,M,322.0,F
8088-284756-0105_1624-142933-0045,8088.0,M,1624.0,M
2002-139469-0064_8226-274369-0041,2002.0,M,8226.0,M
8108-274318-0035_2182-181183-0010,8108.0,M,2182.0,F
7113-86041-0035_911-128684-0085,7113.0,F,911.0,M
3982-178459-0044_1926-143879-0029,3982.0,F,1926.0,F
8770-295462-0035_4830-25898-0032,8770.0,M,4830.0,M
226-131532-0018_405-130895-0037,226.0,F,405.0,M
7067-76048-0007_7447-91187-0027,7067.0,M,7447.0,M
3242-67153-0015_1081-125237-0077,3242.0,M,1081.0,M
1334-135589-0017_3947-13260-0040,1334.0,M,3947.0,F
2893-139310-0005_3857-182315-0045,2893.0,M,3857.0,M
1069-133709-0009_909-131044-0007,1069.0,F,909.0,M
2691-156745-0036_839-130898-0072,2691.0,F,839.0,M
311-124404-0005_4297-13009-0023,311.0,M,4297.0,F
460-172359-0070_7511-102420-0035,460.0,M,7511.0,F
298-126791-0032_6925-80680-0065,298.0,F,6925.0,M
32-21634-0016_7859-102519-0026,32.0,F,7859.0,F
254-127705-0021_8108-280354-0019,254.0,M,8108.0,M
4830-25904-0027_5192-19397-0011,4830.0,M,5192.0,M
5678-43303-0011_7367-86737-0104,5678.0,M,7367.0,M
302-123523-0005_831-130739-0045,302.0,F,831.0,M
3235-11599-0022_6385-220959-0022,3235.0,F,6385.0,F
7794-295947-0028_2159-179154-0026,7794.0,F,2159.0,M
5688-15787-0042_1841-179183-0003,5688.0,F,1841.0,F
8629-261139-0021_2182-181183-0027,8629.0,M,2182.0,F
3699-19402-0005_4297-13009-0059,3699.0,M,4297.0,F
2092-145706-0082_8770-295465-0011,2092.0,F,8770.0,M
2910-131096-0058_8838-298545-0047,2910.0,F,8838.0,M
7059-77897-0018_26-495-0064,7059.0,F,26.0,M
32-21634-0001_254-145458-0012,32.0,F,254.0,M
2764-36619-0030_7517-100442-0018,2764.0,F,7517.0,F
103-1241-0000_1594-135914-0059,103.0,F,1594.0,M
7067-76048-0023_6476-57446-0011,7067.0,M,6476.0,F
6563-285357-0036_2007-149877-0026,6563.0,M,2007.0,F
426-122821-0014_2893-139322-0007,426.0,F,2893.0,M
5339-14134-0039_5652-39938-0042,5339.0,F,5652.0,F
200-126784-0024_6415-111615-0030,200.0,F,6415.0,F
3112-9555-0085_4898-28461-0008,3112.0,F,4898.0,M
6367-65536-0034_3436-172171-0013,6367.0,M,3436.0,M
60-121082-0026_3699-19401-0018,60.0,M,3699.0,M
2514-149482-0005_3214-167602-0028,2514.0,M,3214.0,M
150-132655-0000_2514-149482-0036,150.0,F,2514.0,M
4214-7146-0019_426-122821-0018,4214.0,F,426.0,F
6531-61334-0127_302-123504-0036,6531.0,F,302.0,F
4830-25898-0007_7367-86737-0067,4830.0,M,7367.0,M
3723-171631-0029_458-126294-0010,3723.0,M,458.0,M
7302-86814-0026_7059-77900-0039,7302.0,F,7059.0,F
4481-17499-0001_103-1240-0007,4481.0,F,103.0,F
78-368-0047_405-130894-0016,78.0,M,405.0,M
8838-298546-0017_669-129074-0005,8838.0,M,669.0,F
8629-261140-0046_254-127705-0012,8629.0,M,254.0,M
32-4137-0014_5322-7680-0019,32.0,F,5322.0,M
328-129766-0089_103-1240-0057,328.0,F,103.0,F
7067-76047-0036_8580-287363-0011,7067.0,M,8580.0,M
5339-14133-0024_8226-274369-0040,5339.0,F,8226.0,M
481-123720-0084_5561-41616-0030,481.0,M,5561.0,F
8088-284756-0067_40-121026-0013,8088.0,M,40.0,F
8975-270782-0108_1355-39947-0037,8975.0,F,1355.0,M
298-126791-0030_730-358-0045,298.0,F,730.0,F
6385-34669-0023_200-126784-0019,6385.0,F,200.0,F
6385-34655-0000_1502-122619-0029,6385.0,F,1502.0,F
587-54108-0051_1926-147979-0037,587.0,F,1926.0,F
5652-39938-0026_254-12312-0012,5652.0,F,254.0,M
89-218-0046_6385-220959-0008,89.0,F,6385.0,F
5456-62043-0010_5678-43301-0019,5456.0,M,5678.0,M
3807-4955-0012_481-123719-0029,3807.0,M,481.0,M
322-124147-0074_7178-34644-0065,322.0,F,7178.0,F
458-126294-0013_3983-5331-0019,458.0,M,3983.0,F
1355-39947-0071_4680-16042-0027,1355.0,M,4680.0,F
4297-13009-0062_6147-34605-0035,4297.0,F,6147.0,F
5678-43303-0002_26-495-0046,5678.0,M,26.0,M
2136-5147-0011_83-11691-0007,2136.0,M,83.0,F
4788-94904-0012_5339-14133-0012,4788.0,M,5339.0,F
198-126831-0033_7302-86815-0079,198.0,F,7302.0,F
2691-156745-0024_839-130898-0015,2691.0,F,839.0,M
1594-135914-0119_5808-54425-0021,1594.0,M,5808.0,M
5652-39938-0055_3242-67153-0018,5652.0,F,3242.0,M
1334-135589-0011_6064-56165-0035,1334.0,M,6064.0,F
5789-57158-0012_1502-122619-0031,5789.0,F,1502.0,F
1116-132847-0013_5163-39921-0011,1116.0,F,5163.0,F
3807-4955-0025_8063-274117-0009,3807.0,M,8063.0,M
4640-19188-0023_4014-186176-0038,4640.0,F,4014.0,M
1578-140049-0013_669-129061-0066,1578.0,F,669.0,F
87-121553-0040_7780-274562-0032,87.0,F,7780.0,F
2989-138035-0066_7367-86737-0047,2989.0,F,7367.0,M
6367-74004-0021_1116-137572-0011,6367.0,M,1116.0,F
4051-11218-0024_1235-135883-0009,4051.0,F,1235.0,M
8098-278252-0010_7059-77897-0023,8098.0,M,7059.0,F
2952-410-0020_6147-34607-0001,2952.0,M,6147.0,F
2989-138028-0037_3240-131231-0004,2989.0,F,3240.0,M
1116-132851-0005_696-93314-0016,1116.0,F,696.0,F
8095-274345-0026_8797-294123-0004,8095.0,M,8797.0,M
5750-100289-0051_2159-179157-0017,5750.0,M,2159.0,M
4859-29340-0014_4441-76250-0019,4859.0,M,4441.0,M
1455-134435-0039_7517-100437-0016,1455.0,M,7517.0,F
3607-29116-0035_3526-175658-0004,3607.0,M,3526.0,F
8123-275216-0033_311-124404-0012,8123.0,F,311.0,M
481-123720-0021_5456-62043-0008,481.0,M,5456.0,M
5022-29411-0017_909-131041-0005,5022.0,F,909.0,M
831-130739-0031_8088-284756-0031,831.0,M,8088.0,M
5049-25947-0039_4051-11218-0056,5049.0,M,4051.0,F
460-172359-0006_32-21634-0015,460.0,M,32.0,F
6848-252322-0025_909-131045-0011,6848.0,M,909.0,M
3947-13260-0033_4640-19187-0040,3947.0,F,4640.0,F
4788-294466-0005_7517-100437-0019,4788.0,M,7517.0,F
8975-270782-0032_4297-13009-0009,8975.0,F,4297.0,F
669-129061-0068_1235-135883-0001,669.0,F,1235.0,M
4088-158077-0066_426-122821-0010,4088.0,F,426.0,F
