mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
7511-102420-0012_7148-82991-0016_3857-182315-0029,7511.0,F,7148.0,F,3857.0,M
1263-141777-0016_83-11691-0030_3607-29116-0021,1263.0,F,83.0,F,3607.0,M
1069-133699-0025_2002-139469-0113_8051-295385-0016,1069.0,F,2002.0,M,8051.0,F
6078-54013-0037_412-126975-0018_2817-142380-0017,6078.0,F,412.0,M,2817.0,F
426-122822-0008_1235-135883-0043_78-369-0016,426.0,F,1235.0,M,78.0,M
2764-36617-0014_201-122255-0022_3436-172171-0041,2764.0,F,201.0,M,3436.0,M
5750-100289-0002_289-121665-0042_5192-19396-0010,5750.0,M,289.0,F,5192.0,M
3830-12530-0040_118-47824-0038_3807-4923-0058,3830.0,M,118.0,M,3807.0,M
1040-133433-0076_89-218-0027_7402-90848-0014,1040.0,M,89.0,F,7402.0,M
909-131041-0030_2893-139310-0016_7635-105661-0025,909.0,M,2893.0,M,7635.0,F
125-121124-0081_8063-274115-0027_6147-34606-0027,125.0,F,8063.0,M,6147.0,F
201-127786-0052_3723-171631-0003_2384-152900-0023,201.0,M,3723.0,M,2384.0,M
5163-39921-0008_3214-167606-0000_125-121124-0062,5163.0,F,3214.0,M,125.0,F
3526-176653-0031_5688-41232-0043_2843-152918-0087,3526.0,F,5688.0,F,2843.0,M
4267-72637-0015_8630-305213-0018_2843-152918-0085,4267.0,M,8630.0,M,2843.0,M
7505-83618-0016_5688-15787-0000_2691-156745-0017,7505.0,M,5688.0,F,2691.0,F
4898-20016-0000_1183-133256-0012_4788-91208-0000,4898.0,M,1183.0,F,4788.0,M
1723-141149-0037_8238-283452-0014_5867-48852-0039,1723.0,M,8238.0,F,5867.0,F
7635-105409-0016_6272-70171-0028_3168-173565-0023,7635.0,F,6272.0,F,3168.0,M
1624-142933-0041_7067-76048-0004_1970-10594-0003,1624.0,M,7067.0,M,1970.0,F
4051-11218-0058_7148-59157-0013_7059-77900-0012,4051.0,F,7148.0,F,7059.0,F
8609-262281-0013_5463-39174-0002_8629-261139-0060,8609.0,M,5463.0,M,8629.0,M
1841-159771-0013_7800-283492-0028_8123-275209-0008,1841.0,F,7800.0,F,8123.0,F
200-126784-0035_198-129977-0001_6531-61334-0049,200.0,F,198.0,F,6531.0,F
730-358-0017_7635-105409-0007_6147-34605-0028,730.0,F,7635.0,F,6147.0,F
3374-298032-0026_5688-15787-0013_4051-11217-0008,3374.0,M,5688.0,F,4051.0,F
4640-19187-0010_4195-186236-0011_8108-280354-0028,4640.0,F,4195.0,F,8108.0,M
441-128982-0003_6531-61334-0062_6529-62556-0044,441.0,F,6531.0,F,6529.0,M
403-126855-0028_5049-25947-0124_7067-76048-0014,403.0,F,5049.0,M,7067.0,M
909-131044-0023_1926-147979-0041_5339-14133-0045,909.0,M,1926.0,F,5339.0,F
911-130578-0011_696-93314-0052_2136-5147-0013,911.0,M,696.0,F,2136.0,M
3607-29116-0019_1355-39947-0003_7278-246956-0005,3607.0,M,1355.0,M,7278.0,M
3436-172162-0030_460-172357-0001_5678-43301-0024,3436.0,M,460.0,M,5678.0,M
5339-14134-0070_2391-145015-0004_3486-166424-0027,5339.0,F,2391.0,F,3486.0,M
3982-178459-0048_6529-62554-0052_5393-19219-0009,3982.0,F,6529.0,M,5393.0,F
3235-28433-0029_1235-135883-0014_2817-142371-0070,3235.0,F,1235.0,M,2817.0,F
1502-122619-0080_5808-54425-0015_5049-25947-0055,1502.0,F,5808.0,M,5049.0,M
7302-86815-0028_1334-135589-0012_5867-48852-0098,7302.0,F,1334.0,M,5867.0,F
5163-39921-0004_4267-72637-0011_163-122947-0058,5163.0,F,4267.0,M,163.0,M
4788-91208-0028_7800-283493-0001_8098-275181-0031,4788.0,M,7800.0,F,8098.0,M
3436-172162-0007_4297-13009-0044_2989-138028-0038,3436.0,M,4297.0,F,2989.0,F
5456-58161-0000_1363-135842-0014_4267-78186-0012,5456.0,M,1363.0,F,4267.0,M
8630-305212-0033_2002-139469-0087_4441-76263-0010,8630.0,M,2002.0,M,4441.0,M
1737-142396-0011_7059-77897-0013_6000-55211-0046,1737.0,F,7059.0,F,6000.0,F
118-121721-0027_4441-76263-0025_6081-42010-0015,118.0,M,4441.0,M,6081.0,M
7402-90848-0022_831-130739-0007_2436-2476-0016,7402.0,M,831.0,M,2436.0,M
26-496-0005_4018-107312-0007_40-121026-0036,26.0,M,4018.0,M,40.0,F
40-222-0004_1081-125237-0060_5339-14133-0006,40.0,F,1081.0,M,5339.0,F
229-130880-0004_2989-138035-0002_8088-284756-0048,229.0,M,2989.0,F,8088.0,M
730-358-0016_1841-159771-0000_150-126112-0020,730.0,F,1841.0,F,150.0,F
6078-54013-0068_7278-246956-0008_8797-294123-0074,6078.0,F,7278.0,M,8797.0,M
1235-135883-0035_8226-274371-0039_8238-283452-0000,1235.0,M,8226.0,M,8238.0,F
1743-142912-0009_7794-295947-0035_32-21631-0019,1743.0,M,7794.0,F,32.0,F
1624-168623-0009_1926-147987-0013_8324-286683-0024,1624.0,M,1926.0,F,8324.0,F
8419-286676-0018_307-127539-0025_4137-11702-0049,8419.0,M,307.0,M,4137.0,F
226-131532-0003_1455-134435-0035_7367-86737-0080,226.0,F,1455.0,M,7367.0,M
1447-130551-0005_4340-15220-0098_6415-116629-0023,1447.0,F,4340.0,F,6415.0,F
5778-12761-0033_5678-43303-0027_8123-275193-0002,5778.0,F,5678.0,M,8123.0,F
5561-41615-0011_2092-145709-0002_118-124588-0005,5561.0,F,2092.0,F,118.0,M
8088-284756-0095_4441-76250-0011_198-126831-0008,8088.0,M,4441.0,M,198.0,F
887-123291-0001_4018-103416-0012_730-360-0024,887.0,F,4018.0,M,730.0,F
3214-167607-0036_909-131045-0042_8629-261139-0022,3214.0,M,909.0,M,8629.0,M
302-123516-0027_1447-130551-0030_4788-94904-0017,302.0,F,1447.0,F,4788.0,M
89-218-0010_3723-171115-0020_5867-48852-0029,89.0,F,3723.0,M,5867.0,F
1098-133695-0006_3168-173565-0011_2518-154826-0010,1098.0,F,3168.0,M,2518.0,M
328-129766-0033_332-128985-0050_2136-5143-0029,328.0,F,332.0,M,2136.0,M
6367-74004-0013_2691-156750-0000_5678-43302-0038,6367.0,M,2691.0,F,5678.0,M
412-126975-0003_5192-19396-0009_7780-274562-0037,412.0,M,5192.0,M,7780.0,F
3879-174923-0022_1898-145702-0018_7302-86815-0021,3879.0,F,1898.0,F,7302.0,F
446-123502-0005_6454-107462-0012_460-172359-0075,446.0,M,6454.0,M,460.0,M
2391-145015-0084_8238-283452-0016_4137-11701-0010,2391.0,F,8238.0,F,4137.0,F
2002-139469-0075_3112-9554-0010_7278-246956-0023,2002.0,M,3112.0,F,7278.0,M
460-172357-0014_4813-248641-0038_3857-182315-0001,460.0,M,4813.0,M,3857.0,M
7367-86737-0092_446-123502-0041_8324-286681-0014,7367.0,M,446.0,M,8324.0,F
1069-133699-0050_2384-152900-0052_6880-216547-0016,1069.0,F,2384.0,M,6880.0,M
2007-132570-0042_481-123720-0033_6836-61804-0001,2007.0,F,481.0,M,6836.0,M
2989-138028-0014_4014-186176-0036_3699-19402-0009,2989.0,F,4014.0,M,3699.0,M
403-128339-0040_625-132112-0010_6454-120342-0012,403.0,F,625.0,M,6454.0,M
8629-261140-0035_8465-246947-0001_8098-278278-0036,8629.0,M,8465.0,F,8098.0,M
587-54108-0005_78-368-0016_8063-274115-0010,587.0,F,78.0,M,8063.0,M
3242-67153-0037_8747-293952-0011_5652-19215-0014,3242.0,M,8747.0,M,5652.0,F
322-124147-0047_2196-170151-0000_150-126112-0016,322.0,F,2196.0,F,150.0,F
6476-57446-0034_87-121553-0004_5163-39921-0055,6476.0,F,87.0,F,5163.0,F
1246-124550-0036_458-126290-0016_5393-19218-0035,1246.0,F,458.0,M,5393.0,F
2136-5140-0034_328-129766-0049_4340-15220-0018,2136.0,M,328.0,F,4340.0,F
7635-105661-0006_4088-158077-0015_3112-9555-0045,7635.0,F,4088.0,F,3112.0,F
4297-13009-0056_445-123860-0003_198-209-0038,4297.0,F,445.0,M,198.0,F
7794-295948-0009_6454-93938-0014_3857-180923-0025,7794.0,F,6454.0,M,3857.0,M
5390-24512-0024_1867-154075-0022_78-369-0050,5390.0,M,1867.0,M,78.0,M
4898-20016-0039_8419-286667-0011_4640-19189-0033,4898.0,M,8419.0,M,4640.0,F
8063-274115-0006_6147-34606-0029_39-121914-0040,8063.0,M,6147.0,F,39.0,F
2436-2481-0037_311-124404-0021_3983-5331-0037,2436.0,M,311.0,M,3983.0,F
6081-41998-0004_4898-28461-0004_2182-181183-0007,6081.0,M,4898.0,M,2182.0,F
7517-100437-0000_5789-70653-0008_3242-8112-0016,7517.0,F,5789.0,F,3242.0,M
1624-142933-0042_8629-261140-0045_2514-149482-0072,1624.0,M,8629.0,M,2514.0,M
4680-16026-0024_6367-74004-0009_2836-5355-0030,4680.0,F,6367.0,M,2836.0,F
8629-261140-0011_1334-135589-0015_78-369-0048,8629.0,M,1334.0,M,78.0,M
8465-246940-0031_7505-258964-0021_1098-133695-0028,8465.0,F,7505.0,M,1098.0,F
1088-129236-0006_7067-76047-0020_118-47824-0078,1088.0,F,7067.0,M,118.0,M
226-131532-0028_7148-59157-0035_3168-173564-0006,226.0,F,7148.0,F,3168.0,M
3486-166446-0031_5652-19215-0000_4014-186175-0004,3486.0,M,5652.0,F,4014.0,M
1246-124548-0050_5652-19215-0044_6181-216552-0079,1246.0,F,5652.0,F,6181.0,M
2836-5355-0004_8609-283227-0048_2893-139310-0033,2836.0,F,8609.0,M,2893.0,M
4018-107312-0025_426-122819-0036_4406-16882-0003,4018.0,M,426.0,F,4406.0,M
307-127539-0009_5322-7680-0013_2843-152918-0079,307.0,M,5322.0,M,2843.0,M
8797-294123-0048_1455-138263-0045_118-124588-0020,8797.0,M,1455.0,M,118.0,M
1447-130552-0027_6272-70171-0012_163-122947-0059,1447.0,F,6272.0,F,163.0,M
2159-179157-0026_669-129061-0004_248-130697-0016,2159.0,M,669.0,F,248.0,F
6836-76549-0000_7794-295948-0023_4014-186175-0014,6836.0,M,7794.0,F,4014.0,M
211-122442-0043_1034-121119-0013_1116-132847-0029,211.0,F,1034.0,M,1116.0,F
3240-131232-0039_1737-142396-0020_40-222-0055,3240.0,M,1737.0,F,40.0,F
4195-17507-0006_625-132118-0038_2843-152918-0015,4195.0,F,625.0,M,2843.0,M
5339-14133-0046_5867-48852-0106_5514-19192-0036,5339.0,F,5867.0,F,5514.0,F
2289-152253-0027_8425-287387-0016_3436-172171-0063,2289.0,M,8425.0,M,3436.0,M
7794-295948-0010_2007-149877-0013_2952-407-0026,7794.0,F,2007.0,F,2952.0,M
4018-103416-0027_8095-274348-0001_7505-258964-0027,4018.0,M,8095.0,M,7505.0,M
150-126107-0024_7264-92316-0039_8088-284756-0098,150.0,F,7264.0,M,8088.0,M
441-128982-0019_7367-86737-0056_4088-158077-0081,441.0,F,7367.0,M,4088.0,F
730-358-0052_7635-105409-0035_2764-36617-0013,730.0,F,7635.0,F,2764.0,F
7178-34644-0060_3526-176653-0017_3374-298025-0007,7178.0,F,3526.0,F,3374.0,M
89-218-0038_1594-135914-0128_6209-34601-0013,89.0,F,1594.0,M,6209.0,M
8629-261139-0023_8051-119902-0030_5678-43303-0032,8629.0,M,8051.0,F,5678.0,M
8770-295465-0040_89-218-0023_7190-90543-0001,8770.0,M,89.0,F,7190.0,M
374-180299-0010_6385-220959-0016_5703-47212-0007,374.0,M,6385.0,F,5703.0,M
4481-17499-0001_8063-274115-0022_1841-150351-0018,4481.0,F,8063.0,M,1841.0,F
8051-118101-0006_2136-5140-0009_5390-30096-0003,8051.0,F,2136.0,M,5390.0,M
1098-133695-0063_2518-154825-0039_6818-76332-0018,1098.0,F,2518.0,M,6818.0,F
374-180298-0042_3723-171631-0058_6563-285357-0031,374.0,M,3723.0,M,6563.0,M
481-123720-0048_5688-41232-0011_32-21625-0012,481.0,M,5688.0,F,32.0,F
3440-171006-0009_911-128684-0077_1455-134435-0029,3440.0,F,911.0,M,1455.0,M
2691-156750-0017_87-121553-0072_298-126790-0028,2691.0,F,87.0,F,298.0,F
8975-270782-0031_6415-100596-0028_4088-158077-0012,8975.0,F,6415.0,F,4088.0,F
1737-148989-0015_5703-47198-0023_2384-152900-0075,1737.0,F,5703.0,M,2384.0,M
3983-5371-0023_4859-29340-0041_3526-175658-0032,3983.0,F,4859.0,M,3526.0,F
196-122159-0026_412-126975-0067_7059-88364-0014,196.0,M,412.0,M,7059.0,F
1447-17506-0008_4088-158077-0017_6147-34605-0029,1447.0,F,4088.0,F,6147.0,F
7517-100437-0003_3947-13260-0027_458-126290-0004,7517.0,F,3947.0,F,458.0,M
1723-141149-0008_7635-105661-0009_3214-167607-0023,1723.0,M,7635.0,F,3214.0,M
7505-83618-0007_4297-13006-0014_3879-174923-0023,7505.0,M,4297.0,F,3879.0,F
1363-139304-0012_2989-138028-0052_2136-5147-0024,1363.0,F,2989.0,F,2136.0,M
229-130880-0045_103-1240-0057_3242-67168-0003,229.0,M,103.0,F,3242.0,M
1867-148436-0000_2007-132570-0055_3259-158083-0100,1867.0,M,2007.0,F,3259.0,F
405-130895-0013_4088-158077-0026_198-209-0030,405.0,M,4088.0,F,198.0,F
5561-41615-0034_2518-154826-0049_4859-26870-0006,5561.0,F,2518.0,M,4859.0,M
8063-274116-0037_5678-43301-0012_7226-86964-0018,8063.0,M,5678.0,M,7226.0,M
1098-133695-0065_2893-139322-0045_481-123720-0020,1098.0,F,2893.0,M,481.0,M
2817-142371-0038_6019-3185-0067_458-126290-0017,2817.0,F,6019.0,M,458.0,M
5390-30102-0028_374-180298-0055_5393-19218-0032,5390.0,M,374.0,M,5393.0,F
831-130739-0024_5163-39921-0032_3879-174923-0065,831.0,M,5163.0,F,3879.0,F
4362-15663-0024_6019-3185-0025_27-124992-0049,4362.0,F,6019.0,M,27.0,M
2436-2476-0030_2416-152139-0009_254-27760-0019,2436.0,M,2416.0,F,254.0,M
3664-178366-0021_3374-298026-0012_831-130739-0018,3664.0,M,3374.0,M,831.0,M
8098-278278-0015_1246-124548-0000_7113-86041-0079,8098.0,M,1246.0,F,7113.0,F
5808-48608-0008_5463-39174-0050_2952-410-0051,5808.0,M,5463.0,M,2952.0,M
2764-36616-0025_3857-182317-0028_2518-154825-0033,2764.0,F,3857.0,M,2518.0,M
4340-15220-0097_4160-11550-0034_2136-5143-0034,4340.0,F,4160.0,F,2136.0,M
4195-17507-0011_8630-305213-0003_8095-274348-0009,4195.0,F,8630.0,M,8095.0,M
3982-182255-0022_233-134440-0020_4397-15678-0006,3982.0,F,233.0,M,4397.0,M
8051-118101-0029_5808-54425-0049_730-359-0029,8051.0,F,5808.0,M,730.0,F
4137-11702-0022_1723-141149-0022_730-358-0058,4137.0,F,1723.0,M,730.0,F
7190-90543-0000_1069-133699-0044_311-124404-0043,7190.0,M,1069.0,F,311.0,M
5789-57158-0023_3807-4955-0007_7302-86815-0064,5789.0,F,3807.0,M,7302.0,F
211-122442-0028_8609-262281-0028_3607-29116-0029,211.0,F,8609.0,M,3607.0,M
1081-128618-0010_19-198-0028_2518-154826-0021,1081.0,M,19.0,F,2518.0,M
441-130108-0021_1040-133433-0001_831-130739-0013,441.0,F,1040.0,M,831.0,M
587-41611-0002_4830-25904-0011_226-122538-0019,587.0,F,4830.0,M,226.0,F
7859-102521-0007_5808-48608-0011_4898-28461-0046,7859.0,F,5808.0,M,4898.0,M
248-130652-0035_831-130746-0026_3440-171006-0011,248.0,F,831.0,M,3440.0,F
8419-293469-0015_311-124404-0085_4267-78186-0018,8419.0,M,311.0,M,4267.0,M
7635-105661-0016_1737-148989-0002_298-126790-0009,7635.0,F,1737.0,F,298.0,F
7794-295947-0024_403-126855-0003_5750-100289-0054,7794.0,F,403.0,F,5750.0,M
1081-125237-0035_6367-65536-0073_198-129977-0012,1081.0,M,6367.0,M,198.0,F
3214-167607-0014_2691-156755-0005_5049-25947-0019,3214.0,M,2691.0,F,5049.0,M
6064-300880-0002_8063-274117-0024_2910-131096-0011,6064.0,F,8063.0,M,2910.0,F
4267-78186-0020_2007-149877-0029_200-124139-0036,4267.0,M,2007.0,F,200.0,F
696-93314-0002_445-123860-0019_3235-11599-0027,696.0,F,445.0,M,3235.0,F
5750-100289-0004_1355-39947-0019_3857-182317-0010,5750.0,M,1355.0,M,3857.0,M
831-130739-0053_1963-142393-0054_8098-278252-0013,831.0,M,1963.0,F,8098.0,M
3664-178355-0004_8629-261140-0001_6880-216547-0087,3664.0,M,8629.0,M,6880.0,M
8975-270782-0045_7447-91187-0003_7794-295947-0002,8975.0,F,7447.0,M,7794.0,F
4853-27671-0017_3723-171631-0011_1183-133255-0006,4853.0,F,3723.0,M,1183.0,F
426-122821-0039_8797-294123-0097_248-130652-0014,426.0,F,8797.0,M,248.0,F
3879-173592-0003_1594-135914-0057_3807-4923-0046,3879.0,F,1594.0,M,3807.0,M
2989-138028-0004_226-131532-0031_163-122947-0047,2989.0,F,226.0,F,163.0,M
458-126290-0001_2002-139469-0091_2182-181173-0020,458.0,M,2002.0,M,2182.0,F
7278-91083-0022_3440-171006-0021_7078-271888-0001,7278.0,M,3440.0,F,7078.0,F
1578-6379-0015_8629-261139-0047_7302-86814-0043,1578.0,F,8629.0,M,7302.0,F
4680-16026-0030_7067-76048-0027_7264-92310-0028,4680.0,F,7067.0,M,7264.0,M
8312-279791-0019_7402-59171-0026_3168-173565-0040,8312.0,F,7402.0,M,3168.0,M
4267-72637-0004_7078-271888-0005_2836-5354-0025,4267.0,M,7078.0,F,2836.0,F
4051-11217-0002_89-218-0018_2911-12359-0007,4051.0,F,89.0,F,2911.0,M
311-124404-0016_7800-283492-0037_7113-86041-0034,311.0,M,7800.0,F,7113.0,F
1553-140047-0047_4813-248638-0048_78-368-0043,1553.0,F,4813.0,M,78.0,M
405-130895-0029_103-1240-0029_3857-182315-0043,405.0,M,103.0,F,3857.0,M
6081-41998-0032_4267-72637-0033_7067-76047-0026,6081.0,M,4267.0,M,7067.0,M
7190-90542-0023_78-368-0013_4018-107338-0022,7190.0,M,78.0,M,4018.0,M
2514-149482-0001_311-124404-0045_7264-92316-0019,2514.0,M,311.0,M,7264.0,M
2989-138035-0076_254-145458-0015_248-130697-0023,2989.0,F,254.0,M,248.0,F
1841-150351-0014_7226-86964-0006_6880-216547-0062,1841.0,F,7226.0,M,6880.0,M
332-128985-0059_3235-11599-0009_6476-57446-0086,332.0,M,3235.0,F,6476.0,F
374-180299-0034_4853-27671-0002_6529-62556-0014,374.0,M,4853.0,F,6529.0,M
2911-15045-0027_8098-275181-0016_3807-4955-0037,2911.0,M,8098.0,M,3807.0,M
6078-54013-0057_7148-82991-0033_5322-7679-0001,6078.0,F,7148.0,F,5322.0,M
2817-142380-0026_6367-65536-0012_730-359-0046,2817.0,F,6367.0,M,730.0,F
8226-274369-0060_7067-76047-0023_27-123349-0058,8226.0,M,7067.0,M,27.0,M
332-128985-0077_4214-7146-0070_4195-17507-0034,332.0,M,4214.0,F,4195.0,F
831-130746-0009_8063-274116-0028_4813-248641-0054,831.0,M,8063.0,M,4813.0,M
6818-68772-0041_83-11691-0002_125-121342-0015,6818.0,F,83.0,F,125.0,F
8770-295465-0030_3807-4955-0026_4340-15220-0015,8770.0,M,3807.0,M,4340.0,F
4137-11702-0015_1088-134318-0007_5652-19215-0046,4137.0,F,1088.0,F,5652.0,F
7447-91187-0004_669-129061-0069_6000-86686-0023,7447.0,M,669.0,F,6000.0,F
8108-280354-0018_7190-90543-0016_8419-286667-0000,8108.0,M,7190.0,M,8419.0,M
2518-154825-0047_5339-14134-0018_5192-19397-0047,2518.0,M,5339.0,F,5192.0,M
8797-294123-0011_405-130894-0074_3526-175658-0004,8797.0,M,405.0,M,3526.0,F
2989-138035-0030_5867-48852-0079_8324-286681-0002,2989.0,F,5867.0,F,8324.0,F
4362-15663-0068_226-122538-0017_6476-57446-0057,4362.0,F,226.0,F,6476.0,F
1841-179183-0016_2817-142371-0002_7264-92316-0035,1841.0,F,2817.0,F,7264.0,M
150-126112-0025_2989-138028-0073_60-121082-0022,150.0,F,2989.0,F,60.0,M
5393-19219-0005_6000-55211-0026_5022-29411-0014,5393.0,F,6000.0,F,5022.0,F
441-128982-0006_1363-135842-0046_103-1240-0023,441.0,F,1363.0,F,103.0,F
6272-70191-0009_426-122822-0016_289-121665-0007,6272.0,F,426.0,F,289.0,F
6385-220959-0006_1898-145724-0015_8629-261140-0027,6385.0,F,1898.0,F,8629.0,M
2952-407-0007_3983-5371-0039_1624-168623-0005,2952.0,M,3983.0,F,1624.0,M
8108-274318-0011_1088-129236-0001_5808-48608-0030,8108.0,M,1088.0,F,5808.0,M
7800-283492-0005_5322-7679-0021_4088-158077-0038,7800.0,F,5322.0,M,4088.0,F
1867-154075-0028_8419-293469-0022_3983-5331-0051,1867.0,M,8419.0,M,3983.0,F
8629-261139-0017_4160-11550-0037_89-218-0029,8629.0,M,4160.0,F,89.0,F
2691-156745-0019_3807-4955-0003_4137-11701-0038,2691.0,F,3807.0,M,4137.0,F
201-122255-0005_3440-171009-0045_2136-5143-0012,201.0,M,3440.0,F,2136.0,M
1898-145720-0017_2911-12359-0000_2910-131096-0083,1898.0,F,2911.0,M,2910.0,F
8014-280382-0009_40-121026-0038_1723-141149-0034,8014.0,F,40.0,F,1723.0,M
1594-135914-0076_445-123860-0011_5867-48852-0037,1594.0,M,445.0,M,5867.0,F
8419-293469-0021_587-41619-0014_2007-149877-0005,8419.0,M,587.0,F,2007.0,F
5339-14134-0075_4340-15220-0045_150-126107-0021,5339.0,F,4340.0,F,150.0,F
7800-283492-0036_2893-139322-0023_1963-142393-0048,7800.0,F,2893.0,M,1963.0,F
1898-145724-0029_7511-102420-0004_226-122538-0000,1898.0,F,7511.0,F,226.0,F
5652-39938-0020_4859-26870-0015_2007-132570-0006,5652.0,F,4859.0,M,2007.0,F
460-172357-0023_125-121342-0019_7190-90543-0024,460.0,M,125.0,F,7190.0,M
6531-61334-0033_8108-274318-0032_7178-34645-0023,6531.0,F,8108.0,M,7178.0,F
2436-2481-0036_7302-86815-0032_5561-41616-0016,2436.0,M,7302.0,F,5561.0,F
4788-294466-0003_2196-170151-0027_7226-86965-0026,4788.0,M,2196.0,F,7226.0,M
1502-122619-0064_909-131045-0027_1040-133433-0062,1502.0,F,909.0,M,1040.0,M
200-126784-0022_6367-65536-0011_3436-172162-0039,200.0,F,6367.0,M,3436.0,M
3699-47246-0028_8630-305212-0000_5339-14134-0073,3699.0,M,8630.0,M,5339.0,F
1246-124548-0031_1553-140048-0003_6848-252323-0004,1246.0,F,1553.0,F,6848.0,M
887-123290-0023_1867-148436-0033_6437-66172-0032,887.0,F,1867.0,M,6437.0,M
1970-10594-0030_7264-92310-0022_78-368-0012,1970.0,F,7264.0,M,78.0,M
1455-134435-0046_1553-140047-0012_3699-19401-0010,1455.0,M,1553.0,F,3699.0,M
696-93314-0021_4267-287369-0031_2817-142371-0071,696.0,F,4267.0,M,2817.0,F
6147-34607-0006_7302-86815-0067_6476-57446-0044,6147.0,F,7302.0,F,6476.0,F
328-129766-0069_458-126305-0029_1069-133709-0025,328.0,F,458.0,M,1069.0,F
4362-15663-0002_4898-20016-0034_8609-283227-0067,4362.0,F,4898.0,M,8609.0,M
8465-246943-0010_8098-278278-0037_8312-279790-0004,8465.0,F,8098.0,M,8312.0,F
8108-280354-0021_4853-29413-0030_5561-41615-0003,8108.0,M,4853.0,F,5561.0,F
625-132118-0029_4898-20016-0001_233-155990-0037,625.0,M,4898.0,M,233.0,M
4680-16026-0012_8747-293952-0015_198-129977-0009,4680.0,F,8747.0,M,198.0,F
8747-293952-0023_6367-65536-0014_8098-278278-0004,8747.0,M,6367.0,M,8098.0,M
405-130894-0015_1334-135589-0088_8580-287364-0045,405.0,M,1334.0,M,8580.0,M
5339-14133-0012_8123-275193-0019_4340-15220-0001,5339.0,F,8123.0,F,4340.0,F
7367-86737-0053_2952-410-0001_78-368-0025,7367.0,M,2952.0,M,78.0,M
7178-34645-0003_6147-34606-0006_7447-91186-0005,7178.0,F,6147.0,F,7447.0,M
6437-66172-0016_1034-121119-0038_5390-30102-0011,6437.0,M,1034.0,M,5390.0,M
6147-34606-0028_1116-137572-0043_5192-19397-0021,6147.0,F,1116.0,F,5192.0,M
412-126975-0010_4088-158079-0017_5390-30096-0027,412.0,M,4088.0,F,5390.0,M
6367-65536-0022_669-129074-0012_3879-174923-0051,6367.0,M,669.0,F,3879.0,F
7190-90542-0024_8051-295385-0021_307-127540-0031,7190.0,M,8051.0,F,307.0,M
4898-20016-0021_6147-34607-0039_2989-138028-0066,4898.0,M,6147.0,F,2989.0,F
302-123523-0014_6415-111615-0016_3168-173565-0017,302.0,F,6415.0,F,3168.0,M
2391-145015-0013_4853-27671-0025_8063-274112-0026,2391.0,F,4853.0,F,8063.0,M
103-1241-0002_1624-168623-0006_2391-145015-0029,103.0,F,1624.0,M,2391.0,F
200-126784-0020_4640-19188-0019_1624-168623-0026,200.0,F,4640.0,F,1624.0,M
2910-131096-0062_4267-287369-0037_3983-5371-0054,2910.0,F,4267.0,M,3983.0,F
5750-100289-0049_831-130746-0021_5322-7678-0010,5750.0,M,831.0,M,5322.0,M
1743-142914-0028_2952-408-0028_1246-124548-0016,1743.0,M,2952.0,M,1246.0,F
3168-173565-0056_669-129061-0003_5390-24512-0022,3168.0,M,669.0,F,5390.0,M
4397-15666-0019_8098-275181-0001_89-218-0015,4397.0,M,8098.0,M,89.0,F
1502-122619-0076_6454-107462-0036_458-126294-0010,1502.0,F,6454.0,M,458.0,M
2002-139469-0055_5049-25947-0114_3526-176653-0042,2002.0,M,5049.0,M,3526.0,F
5049-25947-0106_26-495-0086_8419-293469-0016,5049.0,M,26.0,M,8419.0,M
3374-298025-0031_6209-34601-0030_6848-76049-0013,3374.0,M,6209.0,M,6848.0,M
8108-280359-0002_8051-119902-0026_254-27760-0033,8108.0,M,8051.0,F,254.0,M
196-122152-0014_39-121916-0006_2159-179156-0007,196.0,M,39.0,F,2159.0,M
1502-122619-0027_3830-12531-0029_248-130644-0020,1502.0,F,3830.0,M,248.0,F
8324-286682-0026_481-123720-0075_6437-66173-0036,8324.0,F,481.0,M,6437.0,M
8468-295198-0031_39-121914-0005_8238-283452-0015,8468.0,F,39.0,F,8238.0,F
5867-48852-0019_4267-78186-0014_911-130578-0012,5867.0,F,4267.0,M,911.0,M
201-127786-0012_1624-142933-0000_8226-274369-0009,201.0,M,1624.0,M,8226.0,M
201-127786-0040_7067-76048-0057_2911-7601-0031,201.0,M,7067.0,M,2911.0,M
2391-145015-0028_4018-107312-0016_2007-149877-0026,2391.0,F,4018.0,M,2007.0,F
198-126831-0040_4014-186176-0019_6181-216552-0059,198.0,F,4014.0,M,6181.0,M
2843-152918-0056_7264-92316-0015_5652-39938-0027,2843.0,M,7264.0,M,5652.0,F
6272-70168-0009_2182-181183-0020_8609-262281-0000,6272.0,F,2182.0,F,8609.0,M
5339-14133-0031_3242-8112-0020_5678-43302-0040,5339.0,F,3242.0,M,5678.0,M
426-122819-0006_1553-140048-0022_1081-125237-0100,426.0,F,1553.0,F,1081.0,M
730-359-0025_3240-131231-0044_6081-41997-0037,730.0,F,3240.0,M,6081.0,M
2893-139310-0028_4441-76262-0036_6367-65536-0018,2893.0,M,4441.0,M,6367.0,M
1502-122619-0052_5688-41232-0032_1624-168623-0028,1502.0,F,5688.0,F,1624.0,M
302-123516-0029_3168-173565-0051_8226-274371-0019,302.0,F,3168.0,M,8226.0,M
374-180298-0003_445-123860-0021_3168-173565-0004,374.0,M,445.0,M,3168.0,M
